CO_MUNICIP;CO_MUNICDV;CO_STATUS;DS_NOME;SG_UF;IN_CAPITAL;IN_AMAZLEG;IN_SEMIAR;IN_FRONTZN;DT_INSTAL;DT_EXTIN;CO_SUCESS;NU_LATITUD;NU_LONGIT;NU_ALTITUD;NU_AREA
510706;5;S;QUERENCIA;MT;N;S;N;N;1993;;;-124.760;-523.780;0;17850
431535;4;S;QUINZE DE NOVEMBRO;RS;N;N;N;N;1989;;;-287.420;-530.950;355;223
261430;3;S;MOREILANDIA;PE;N;N;S;N;1963;;;-76.310;-395.510;502;637
260940;2;S;MORENO;PE;N;N;N;N;1928;;;-81.190;-350.920;96;195
521380;6;S;MORRINHOS;GO;N;N;N;N;1871;;;-177.320;-491.010;771;2846
421120;7;S;MORRO DA FUMACA;SC;N;N;N;N;1962;;;-286.510;-492.100;18;82
314370;8;S;MORRO DO PILAR;MG;N;N;N;N;1953;;;-192.160;-433.760;622;476
353205;8;S;MOTUCA;SP;N;N;N;N;1993;;;-215.080;-481.510;618;229
320360;1;S;MUCURICI;ES;N;N;N;N;1953;;;-180.930;-405.160;240;537
314380;7;S;MUNHOZ;MG;N;N;N;N;1953;;;-226.130;-463.610;1235;190
292225;0;S;MUQUEM DE SAO FRANCISCO;BA;N;N;S;N;1990;;;-120.650;-435.490;560;3833
292230;0;S;MURITIBA;BA;N;N;N;N;1919;;;-126.260;-389.900;213;110
292240;9;S;MUTUIPE;BA;N;N;N;N;1926;;;-132.290;-395.050;271;273
314437;5;S;NATALANDIA;MG;N;N;N;N;1997;;;-165.040;-464.930;550;471
330310;4;S;NATIVIDADE;RJ;N;N;N;N;1947;;;-210.420;-419.730;182;387
250990;9;S;NATUBA;PB;N;N;S;N;1961;;;-76.410;-355.500;331;192
314450;8;S;NAZARENO;MG;N;N;N;N;1953;;;-212.160;-446.110;935;323
431267;4;S;NICOLAU VERGUEIRO;RS;N;N;N;N;1993;;;-285.360;-524.640;567;155
314465;6;S;NINHEIRA;MG;N;N;S;N;1997;;;-153.210;-417.540;900;1114
170310;7;S;BARROLANDIA;TO;N;S;N;N;1989;;;-98.360;-487.250;361;713
150010;7;S;ABAETETUBA;PA;N;S;N;N;1880;;;-17.180;-488.830;10;1610
420010;1;S;ABELARDO LUZ;SC;N;N;N;S;1958;;;-265.650;-523.280;760;955
210005;5;S;ACAILANDIA;MA;N;S;N;N;1981;;;-49.470;-475.050;240;5806
120001;3;S;ACRELANDIA;AC;N;S;N;S;1993;;;-98.280;-668.830;25;1574
240020;8;S;ACU;RN;N;N;S;N;1788;;;-55.770;-369.090;27;1269
410020;2;S;ADRIANOPOLIS;PR;N;N;N;N;1960;;;-246.570;-489.910;250;1349
260010;4;S;AFOGADOS DA INGAZEIRA;PE;N;N;S;N;1852;;;-77.510;-376.390;514;377
240030;7;S;AFONSO BEZERRA;RN;N;N;S;N;1954;;;-54.980;-365.060;62;576
260020;3;S;AFRANIO;PE;N;N;S;N;1963;;;-85.150;-410.050;522;1490
520005;0;S;ABADIA DE GOIAS;GO;N;N;N;N;1997;;;-167.570;-494.380;898;146
220010;3;S;AGRICOLANDIA;PI;N;N;N;N;1962;;;-57.990;-426.690;230;112
420020;0;S;AGROLANDIA;SC;N;N;N;N;1962;;;-274.120;-498.260;405;207
431695;6;S;SANTA MARIA DO HERVAL;RS;N;N;N;N;1989;;;-294.980;-509.930;371;139
431770;7;S;SANTO ANTONIO DAS MISSOES;RS;N;N;N;S;1965;;;-285.110;-552.280;213;1714
431775;6;S;SANTO ANTONIO DO PLANALTO;RS;N;N;N;N;1993;;;-283.960;-526.910;558;206
431950;5;S;SAO SEBASTIAO DO CAI;RS;N;N;N;N;1875;;;-295.870;-513.760;17;111
431960;4;S;SAO SEPE;RS;N;N;N;S;1876;;;-301.610;-535.650;85;2188
432032;1;S;SENADOR SALGADO FILHO;RS;N;N;N;S;1997;;;-280.310;-545.430;336;147
432057;8;S;SETE DE SETEMBRO;RS;N;N;N;S;1997;;;-281.310;-544.630;273;129
432132;9;S;TAQUARUCU DO SUL;RS;N;N;N;S;1989;;;-274.000;-534.670;545;76
432140;2;S;TENENTE PORTELA;RS;N;N;N;S;1955;;;-273.710;-537.580;390;338
432185;7;S;TRES PALMEIRAS;RS;N;N;N;S;1989;;;-276.150;-528.410;662;188
432310;1;S;VICENTE DUTRA;RS;N;N;N;S;1965;;;-271.620;-534.050;289;195
500210;0;S;BELA VISTA;MS;N;N;N;S;1908;;;-221.090;-565.210;180;4895
500510;3;S;JATEI;MS;N;N;N;S;1963;;;-224.820;-543.030;396;1927
510170;4;S;BARRA DO BUGRES;MT;N;S;N;S;1943;;;-150.730;-571.810;171;7228
510250;4;S;CACERES;MT;N;S;N;S;1859;;;-160.710;-576.790;118;24398
510360;1;S;DOM AQUINO;MT;N;S;N;N;1958;;;-158.110;-549.180;283;2205
510550;7;S;VILA BELA DA SANTISSIMA TRINDADE;MT;N;S;N;S;1746;;;-150.080;-599.510;198;13630
510619;0;S;NOVA SANTA HELENA;MT;N;S;N;N;2001;;;-108.520;-551.770;0;2627
510629;9;S;PARANAITA;MT;N;S;N;N;1987;;;-96.650;-564.770;249;4830
510685;1;S;PORTO ESTRELA;MT;N;S;N;S;1993;;;-153.240;-572.280;134;2065
510715;6;S;RESERVA DO CABACAL;MT;N;S;N;S;1986;;;-150.800;-584.660;335;370
510724;8;S;SANTA CARMEM;MT;N;S;N;N;1993;;;-119.130;-552.260;386;3920
510730;5;S;SAO JOSE DO RIO CLARO;MT;N;S;N;N;1979;;;-134.470;-567.210;350;5057
510840;2;S;VARZEA GRANDE;MT;N;S;N;N;1948;;;-156.470;-561.330;190;938
520017;5;S;AGUA FRIA DE GOIAS;GO;N;N;N;N;1989;;;-149.860;-477.840;980;2029
316820;0;S;TAPIRAI;MG;N;N;N;N;1953;;;-198.880;-460.200;673;412
355220;5;S;SOROCABA;SP;N;N;N;N;1661;;;-235.020;-474.580;601;449
231280;9;S;SENADOR SA;CE;N;N;N;N;1957;;;-33.510;-404.630;87;430
251460;2;S;SAO JOSE DO BONFIM;PB;N;N;S;N;1964;;;-71.630;-373.090;278;152
251510;4;S;SAO SEBASTIAO DE LAGOA DE ROCA;PB;N;N;S;N;1961;;;-70.830;-358.350;641;49
260030;2;S;AGRESTINA;PE;N;N;S;N;1928;;;-84.580;-359.450;427;201
260240;7;S;BREJAO;PE;N;N;S;N;1958;;;-90.300;-365.690;788;159
260260;5;S;BREJO DA MADRE DE DEUS;PE;N;N;S;N;1833;;;-81.460;-363.710;627;762
260280;3;S;BUIQUE;PE;N;N;S;N;1854;;;-86.230;-371.560;798;1345
260310;8;S;CACHOEIRINHA;PE;N;N;S;N;1958;;;-84.860;-362.330;536;179
260510;3;S;CUSTODIA;PE;N;N;S;N;1928;;;-80.880;-376.430;542;1404
260680;4;S;IGARASSU;PE;N;N;N;N;1943;;;-78.340;-349.060;19;305
260710;9;S;INGAZEIRA;PE;N;N;S;N;1963;;;-76.760;-374.600;534;243
260795;0;S;JAQUEIRA;PE;N;N;N;N;1997;;;-87.270;-357.930;0;89
261170;5;S;RIACHO DAS ALMAS;PE;N;N;S;N;1953;;;-81.340;-358.560;407;313
261340;4;S;SAO JOSE DA COROA GRANDE;PE;N;N;N;N;1958;;;-88.980;-351.480;2;69
261500;3;S;TAQUARITINGA DO NORTE;PE;N;N;S;N;1877;;;-79.030;-360.440;774;475
261640;7;S;VITORIA DE SANTO ANTAO;PE;N;N;N;N;1811;;;-81.180;-352.910;156;371
270170;4;S;CAPELA;AL;N;N;N;N;1890;;;-94.080;-360.740;84;205
270200;9;S;COITE DO NOIA;AL;N;N;S;N;1963;;;-96.320;-365.790;280;88
270375;9;S;JEQUIA DA PRAIA;AL;N;N;N;N;2001;;;-100.120;-360.210;0;338
270530;9;S;MINADOR DO NEGRAO;AL;N;N;S;N;1962;;;-93.050;-368.650;270;164
270550;7;S;MURICI;AL;N;N;N;N;1872;;;-93.070;-359.430;82;423
270760;2;S;QUEBRANGULO;AL;N;N;S;N;1872;;;-93.190;-364.710;366;299
280250;2;S;GENERAL MAYNARD;SE;N;N;N;N;1963;;;-106.890;-369.840;38;20
280320;3;S;ITAPORANGA D'AJUDA;SE;N;N;N;N;1854;;;-109.980;-373.110;9;757
280380;7;S;MALHADA DOS BOIS;SE;N;N;N;N;1953;;;-103.490;-369.240;120;62
280540;6;S;POCO REDONDO;SE;N;N;S;N;1953;;;-98.060;-376.850;188;1212
290110;6;S;AMELIA RODRIGUES;BA;N;N;N;N;1961;;;-124.090;-387.590;217;124
290115;5;S;AMERICA DOURADA;BA;N;N;S;N;1986;;;-114.550;-414.360;666;743
290260;9;S;BAIXA GRANDE;BA;N;N;S;N;1885;;;-119.600;-401.680;369;982
290320;1;S;BARREIRAS;BA;N;N;N;N;1891;;;-121.530;-449.900;452;7895
430965;4;S;HULHA NEGRA;RS;N;N;N;S;1993;;;-314.040;-538.690;196;822
210500;5;S;HUMBERTO DE CAMPOS;MA;N;N;N;N;1859;;;-25.980;-434.610;17;2131
312930;1;S;IAPU;MG;N;N;N;N;1948;;;-194.370;-422.180;430;337
250660;8;S;IBIARA;PB;N;N;S;N;1959;;;-75.010;-384.050;341;244
291230;1;S;IBICUI;BA;N;N;N;N;1952;;;-148.420;-399.870;365;1163
291240;0;S;IBIPEBA;BA;N;N;S;N;1961;;;-116.410;-420.110;682;1417
312965;7;S;IBIRACATU;MG;N;N;S;N;1997;;;-156.640;-441.640;750;359
291280;6;S;IBIRAPUA;BA;N;N;N;N;1962;;;-176.880;-401.090;190;786
291290;5;S;IBIRATAIA;BA;N;N;N;N;1960;;;-140.670;-396.410;141;226
351960;0;S;IBITINGA;SP;N;N;N;N;1890;;;-217.580;-488.290;491;688
351970;9;S;IBIUNA;SP;N;N;N;N;1857;;;-236.560;-472.230;860;1059
351780;2;S;GUARACAI;SP;N;N;N;N;1948;;;-210.280;-512.070;440;568
666666;9;N;ESTRANGEIRO;XX;N;;;;0;;;0.0000;0.0000;0;0
999999;9;N;INVALIDO;XX;N;;;;0;;;0.0000;0.0000;0;0
240530;6;S;JANUARIO CICCO;RN;N;N;S;N;1953;;;-61.580;-356.010;104;187
290330;0;S;BARRO PRETO;BA;N;N;N;N;1962;;;-148.100;-394.710;100;120
240615;5;S;JUNDIA;RN;N;N;N;N;2001;;;-62.710;-353.450;0;45
330285;8;S;MESQUITA;RJ;N;N;N;N;2001;;;-227.815;-434.287;0;34
430047;1;S;ALMIRANTE TAMANDARE DO SUL;RS;N;N;N;S;2001;;;-281.130;-529.090;0;265
430258;4;S;BOZANO;RS;N;N;N;S;2001;;;-283.680;-537.710;0;201
430462;2;S;CAPAO BONITO DO SUL;RS;N;N;N;N;2001;;;-281.280;-513.950;0;527
430593;4;S;CORONEL PILAR;RS;N;N;N;N;2001;;;-292.730;-516.870;0;105
430843;3;S;FORQUETINHA;RS;N;N;N;N;2001;;;-293.820;-520.910;0;93
431087;6;S;JACUIZINHO;RS;N;N;N;N;2001;;;-290.340;-530.590;0;315
431217;9;S;MATO QUEIMADO;RS;N;N;N;S;2001;;;-282.560;-546.160;0;114
431413;4;S;PAULO BENTO;RS;N;N;N;S;2001;;;-277.030;-524.210;0;148
431446;4;S;PINHAL DA SERRA;RS;N;N;N;N;2001;;;-278.740;-511.700;0;434
431595;8;S;ROLADOR;RS;N;N;N;S;2001;;;-282.580;-548.170;0;293
431697;2;S;SANTA MARGARIDA DO SUL;RS;N;N;N;S;2001;;;-303.390;-540.790;0;956
432146;9;S;TIO HUGO;RS;N;N;N;N;2001;;;-285.790;-525.990;0;114
140045;6;S;PACARAIMA;RR;N;S;N;S;1997;;;44.310;-611.460;920;8028
280490;4;S;PACATUBA;SE;N;N;N;N;1953;;;-104.530;-366.510;87;363
521560;3;S;PADRE BERNARDO;GO;N;N;N;N;1963;;;-151.600;-482.840;629;3137
314640;4;S;PAINEIRAS;MG;N;N;N;N;1962;;;-189.080;-455.320;637;637
231000;1;S;PALHANO;CE;N;N;S;N;1958;;;-47.450;-379.590;14;442
292265;6;S;NORDESTINA;BA;N;N;S;N;1986;;;-108.230;-394.280;370;470
280460;7;S;NOSSA SENHORA DAS DORES;SE;N;N;S;N;1859;;;-104.920;-371.930;204;471
280480;5;S;NOSSA SENHORA DO SOCORRO;SE;N;N;N;N;1868;;;-108.550;-371.260;36;157
411670;3;S;NOVA AURORA;PR;N;N;N;S;1967;;;-245.290;-532.560;526;474
510620;8;S;NOVA BRASILANDIA;MT;N;S;N;N;1979;;;-149.570;-549.660;540;3266
431300;3;S;NOVA BRESCIA;RS;N;N;N;N;1964;;;-292.140;-520.280;322;102
510621;6;S;NOVA CANAA DO NORTE;MT;N;S;N;N;1986;;;-105.580;-559.530;301;5968
353286;8;S;NOVA CASTILHO;SP;N;N;N;N;1997;;;-207.630;-503.430;420;183
411695;0;S;NOVA ESPERANCA DO SUDOESTE;PR;N;N;N;S;1993;;;-259.070;-532.630;538;208
411700;8;S;NOVA FATIMA;PR;N;N;N;N;1951;;;-234.320;-505.640;673;283
431310;2;S;NOVA PALMA;RS;N;N;N;N;1960;;;-294.720;-534.690;117;313
314505;9;S;NOVA PORTEIRINHA;MG;N;N;S;N;1997;;;-158.030;-433.010;533;121
314510;9;S;NOVA RESENDE;MG;N;N;N;N;1901;;;-211.260;-464.200;1184;390
431335;9;S;NOVA ROMA DO SUL;RS;N;N;N;N;1989;;;-289.900;-514.080;591;149
431337;5;S;NOVA SANTA RITA;RS;N;N;N;N;1993;;;-298.570;-512.740;63;217
411727;1;S;NOVA TEBAS;PR;N;N;N;N;1989;;;-244.380;-519.450;650;545
320390;8;S;NOVA VENECIA;ES;N;N;N;N;1953;;;-187.110;-404.010;65;1448
130320;5;S;NOVO AIRAO;AM;N;S;N;N;1955;;;-26.210;-609.440;45;37771
353140;7;S;MONTE APRAZIVEL;SP;N;N;N;N;1924;;;-207.730;-497.140;475;482
314310;4;S;MONTE CARMELO;MG;N;N;N;N;1882;;;-187.250;-474.990;870;1353
314315;3;S;MONTE FORMOSO;MG;N;N;S;N;1997;;;-168.660;-412.550;700;383
171370;0;S;MONTE SANTO DO TOCANTINS;TO;N;S;N;N;1997;;;-100.040;-489.950;280;1091
270540;8;S;MONTEIROPOLIS;AL;N;N;S;N;1960;;;-96.030;-372.480;228;86
521375;6;S;MONTIVIDIU;GO;N;N;N;N;1989;;;-174.440;-511.750;821;1874
313890;6;S;MACHACALIS;MG;N;N;N;N;1953;;;-170.770;-407.160;285;329
313900;3;S;MACHADO;MG;N;N;N;N;1880;;;-216.750;-459.200;820;583
291990;0;S;MACURURE;BA;N;N;S;N;1962;;;-91.680;-390.580;357;2278
220585;4;S;MADEIRO;PI;N;N;N;N;1997;;;-34.830;-425.040;30;177
320530;9;S;VITORIA;ES;S;N;N;N;1823;;;-203.190;-403.380;3;93
293330;7;S;VITORIA DA CONQUISTA;BA;N;N;S;N;1840;;;-148.660;-408.390;923;3204
150835;7;S;VITORIA DO XINGU;PA;N;S;N;N;1993;;;-28.800;-520.100;0;2966
317210;3;S;VOLTA GRANDE;MG;N;N;N;N;1938;;;-217.710;-425.390;209;208
330630;5;S;VOLTA REDONDA;RJ;N;N;N;N;1954;;;-225.230;-441.040;390;182
293340;6;S;WAGNER;BA;N;N;S;N;1962;;;-122.870;-411.680;460;415
412850;0;S;WENCESLAU BRAZ;PR;N;N;N;N;1935;;;-238.740;-498.030;841;397
293350;5;S;WENCESLAU GUIMARAES;BA;N;N;N;N;1962;;;-136.870;-394.790;178;661
412880;7;S;XAMBRE;PR;N;N;N;S;1960;;;-237.360;-534.900;418;359
421950;7;S;XANXERE;SC;N;N;N;S;1953;;;-268.770;-524.040;800;377
150840;7;S;XINGUARA;PA;N;S;N;N;1982;;;-70.950;-499.460;279;3779
251740;7;S;ZABELE;PB;N;N;S;N;1997;;;-80.760;-370.980;632;109
293270;5;S;URUCUCA;BA;N;N;N;N;1952;;;-145.930;-392.840;102;337
231390;6;S;URUOCA;CE;N;N;N;N;1957;;;-33.140;-405.570;81;696
432250;9;S;VACARIA;RS;N;N;N;N;1878;;;-285.120;-509.340;971;2123
293290;3;S;VALENCA;BA;N;N;N;N;1799;;;-133.700;-390.730;39;1190
355620;6;S;VALINHOS;SP;N;N;N;N;1953;;;-229.710;-469.960;660;148
355635;4;S;VARGEM;SP;N;N;N;N;1993;;;-228.890;-464.140;845;142
421917;6;S;VARGEM BONITA;SC;N;N;N;N;1993;;;-270.070;-517.400;880;298
211270;4;S;VARGEM GRANDE;MA;N;S;N;N;1935;;;-35.430;-439.160;43;1957
